0.16714285714285715,0,0
0.16857142857142857,1,0
0.17,2,0
0.18,3,0
0.19428571428571428,4,0
0.21428571428571427,5,0
0.24,6,0
0.2571428571428571,7,0
0.2742857142857143,8,0
0.2957142857142857,9,0
0.2914285714285714,10,0
0.29714285714285715,11,0
0.30857142857142855,12,0
0.31857142857142856,13,0
0.31857142857142856,14,0
0.33,15,0
0.33,16,0
0.3414285714285714,17,0
0.35,18,0
0.36142857142857143,19,0
0.3657142857142857,20,0
0.36,21,0
0.36714285714285716,22,0
0.3628571428571429,23,0
0.36428571428571427,24,0
0.36,25,0
0.37,26,0
0.36428571428571427,27,0
0.3657142857142857,28,0
0.36,29,0
0.3485714285714286,30,0
0.3414285714285714,31,0
0.33,32,0
0.29428571428571426,33,0
0.25285714285714284,34,0
0.24428571428571427,35,0
0.22714285714285715,36,0
0.19857142857142857,37,0
0.2057142857142857,38,0
0.21142857142857144,39,0
0.24571428571428572,40,0
0.27285714285714285,41,0
0.27285714285714285,42,0
0.2742857142857143,43,0
0.2842857142857143,44,0
0.2857142857142857,45,0
0.2957142857142857,46,0
0.29,47,0
0.2757142857142857,48,0
0.25142857142857145,49,0
0.10571428571428572,0,1
0.09857142857142857,1,1
0.09,2,1
0.10285714285714286,3,1
0.10571428571428572,4,1
0.09571428571428571,5,1
0.10857142857142857,6,1
0.12285714285714286,7,1
0.15428571428571428,8,1
0.18142857142857144,9,1
0.20285714285714285,10,1
0.21571428571428572,11,1
0.22857142857142856,12,1
0.25142857142857145,13,1
0.27285714285714285,14,1
0.2742857142857143,15,1
0.28,16,1
0.2957142857142857,17,1
0.31285714285714283,18,1
0.31857142857142856,19,1
0.31857142857142856,20,1
0.33,21,1
0.3357142857142857,22,1
0.3414285714285714,23,1
0.3442857142857143,24,1
0.3442857142857143,25,1
0.36142857142857143,26,1
0.35428571428571426,27,1
0.35428571428571426,28,1
0.36428571428571427,29,1
0.35428571428571426,30,1
0.36428571428571427,31,1
0.35428571428571426,32,1
0.34285714285714286,33,1
0.3314285714285714,34,1
0.32,35,1
0.3057142857142857,36,1
0.28,37,1
0.2571428571428571,38,1
0.22857142857142856,39,1
0.21,40,1
0.18714285714285714,41,1
0.17714285714285713,42,1
0.18285714285714286,43,1
0.19714285714285715,44,1
0.21142857142857144,45,1
0.22857142857142856,46,1
0.2357142857142857,47,1
0.22857142857142856,48,1
0.2057142857142857,49,1
0.12142857142857143,0,2
0.12,1,2
0.11285714285714285,2,2
0.12428571428571429,3,2
0.13142857142857142,4,2
0.15285714285714286,5,2
0.17142857142857143,6,2
0.19428571428571428,7,2
0.21285714285714286,8,2
0.22857142857142856,9,2
0.24428571428571427,10,2
0.25,11,2
0.26285714285714284,12,2
0.27285714285714285,13,2
0.27285714285714285,14,2
0.2842857142857143,15,2
0.2857142857142857,16,2
0.2957142857142857,17,2
0.30714285714285716,18,2
0.30714285714285716,19,2
0.3171428571428571,20,2
0.32,21,2
0.3314285714285714,22,2
0.34285714285714286,23,2
0.3514285714285714,24,2
0.35285714285714287,25,2
0.35428571428571426,26,2
0.3485714285714286,27,2
0.3485714285714286,28,2
0.34714285714285714,29,2
0.33714285714285713,30,2
0.32,31,2
0.31285714285714283,32,2
0.3028571428571429,33,2
0.2842857142857143,34,2
0.2571428571428571,35,2
0.22285714285714286,36,2
0.2057142857142857,37,2
0.18428571428571427,38,2
0.15857142857142856,39,2
0.1657142857142857,40,2
0.15857142857142856,41,2
0.17,42,2
0.18428571428571427,43,2
0.22142857142857142,44,2
0.2057142857142857,45,2
0.21,46,2
0.21714285714285714,47,2
0.21571428571428572,48,2
0.21857142857142858,49,2
0.12142857142857143,0,3
0.11428571428571428,1,3
0.12,2,3
0.13,3,3
0.14714285714285713,4,3
0.16428571428571428,5,3
0.2042857142857143,6,3
0.21571428571428572,7,3
0.23285714285714285,8,3
0.25,9,3
0.2571428571428571,10,3
0.27285714285714285,11,3
0.26857142857142857,12,3
0.2742857142857143,13,3
0.27285714285714285,14,3
0.27285714285714285,15,3
0.2785714285714286,16,3
0.29,17,3
0.2857142857142857,18,3
0.2914285714285714,19,3
0.3028571428571429,20,3
0.32,21,3
0.3171428571428571,22,3
0.33,23,3
0.33,24,3
0.3357142857142857,25,3
0.33,26,3
0.32142857142857145,27,3
0.32571428571428573,28,3
0.32,29,3
0.3171428571428571,30,3
0.30857142857142855,31,3
0.2985714285714286,32,3
0.2757142857142857,33,3
0.24428571428571427,34,3
0.2042857142857143,35,3
0.18285714285714286,36,3
0.15857142857142856,37,3
0.14714285714285713,38,3
0.14857142857142858,39,3
0.15428571428571428,40,3
0.16857142857142857,41,3
0.18142857142857144,42,3
0.2057142857142857,43,3
0.21571428571428572,44,3
0.21714285714285714,45,3
0.22285714285714286,46,3
0.21571428571428572,47,3
0.21571428571428572,48,3
0.21571428571428572,49,3
0.12714285714285714,0,4
0.12714285714285714,1,4
0.11428571428571428,2,4
0.11857142857142858,3,4
0.13,4,4
0.14142857142857143,5,4
0.15285714285714286,6,4
0.18142857142857144,7,4
0.21,8,4
0.22714285714285715,9,4
0.24428571428571427,10,4
0.2542857142857143,11,4
0.26,12,4
0.2571428571428571,13,4
0.26142857142857145,14,4
0.2714285714285714,15,4
0.27285714285714285,16,4
0.2742857142857143,17,4
